Entry,Accession,Biomass.Yield.dry.weight.2016,Biomass.Yield.dry.weight.2017,Biomass.Yield.dry.weight.2018
KMS411,KMS411,228.6375,3282.613154,957.5906736
JY022,JY022,998,3559.643956,1961.72549
JY201,JY201,84.55,657.4885288,630.8
JY039,JY039,NA,NA,NA
JY169,JY169,NA,NA,NA
KMS376,KMS376,340.48,2734.793354,964.7058824
JM2014-H-64,JM2014-H-64,40.275,2380.049632,236.4324324
KMS412,KMS412,2032.736842,6740.803833,2954.8
JM11-006,JM11-006,317.2444444,3326.133909,1161.111111
JPN-2010-009,JPN-2010-009,NA,NA,NA
KMS386,KMS386,28.93333333,424.434942,339.1111111
JY095,JY095,NA,NA,NA
RU2012-169,RU2012-169,NA,NA,NA
JY118-1,JY118-1,NA,NA,NA
JM2014-K-6,JM2014-K-6,1521.797153,6622.710066,2979.702381
JY211,JY211,NA,NA,NA
JM2014-H-12,JM2014-H-12,76.8,NA,NA
JPN-2011-002,JPN-2011-002,258.5272727,1518.566838,290.6296296
JY073,JY073,NA,NA,NA
KMS436,KMS436,NA,NA,NA
RU2012-162,RU2012-162,NA,74.1,238.0673077
KMS340,KMS340,786.6444444,2888.2351,1940.4
KMS370,KMS370,NA,NA,NA
JY295,JY295,NA,NA,NA
KMS262,KMS262,NA,NA,NA
RU2012-185,RU2012-185,110.5,43.6,54.65753425
RU2012-080,RU2012-080,29.12621359,193.2613528,249.6296296
KMS264,KMS264,186,1903.131012,664.4129032
JPN-2011-015,JPN-2011-015,NA,2667.372921,2092.848485
RU2012-029,RU2012-029,NA,NA,NA
JPN-2011-010,JPN-2011-010,NA,NA,NA
KMS330,KMS330,NA,NA,NA
RU2012-091,RU2012-091,NA,NA,NA
JY189,JY189,72.53333333,651.0668684,808.3058824
JY129,JY129,NA,NA,NA
JY228,JY228,85.95,491.9822895,465.2255639
JM2014-M-14,JM2014-M-14,115.2,1263.428391,617.0420168
M. sacchariflorus 'Golf Course 4x'-UI11-00007,UI11-00007,66.20689655,385.586369,444.7986577
M. ×giganteus 'Illinois'-UI10-00107,UI10-00107,NA,NA,NA
RU2012-132,RU2012-132,NA,NA,NA
JPN-2011-013,JPN-2011-013,NA,NA,NA
RU2012-055,RU2012-055,NA,NA,NA
KMS415,KMS415,NA,NA,NA
JY302,JY302,NA,NA,NA
RU2012-048,RU2012-048,31,396.6297983,168.5744681
KMS423,KMS423,368,1807.48254,786.6
KMS345,KMS345,NA,NA,NA
JY195,JY195,54.6,234.5314216,235.5294118
RU2012-058,RU2012-058,NA,NA,NA
RU2012-178,RU2012-178,NA,NA,NA
RU2012-023,RU2012-023,227.1818182,1003.475894,845.0819672
JPN-2010-002,JPN-2010-002,332.15,4201.74767,339.5348837
RU2012-084,RU2012-084,NA,NA,NA
JY046,JY046,NA,NA,NA
KMS378,KMS378,160.7666667,1933.544368,1414.736842
JY142,JY142,2008,197.1827932,84.88495575
RU2012-046,RU2012-046,NA,NA,NA
JY032,JY032,NA,NA,NA
JY174,JY174,720,5294.428716,1570.310127
KMS422,KMS422,1553.142857,4996.734467,3042.376812
RU2012-037,RU2012-037,NA,NA,NA
JY147,JY147,NA,NA,NA
RU2012-149,RU2012-149,NA,NA,NA
KMS399,KMS399,NA,NA,NA
KMS346,KMS346,NA,687.3603132,NA
KMS413,KMS413,398.275,2308.090479,1215.261905
JY158,JY158,NA,NA,NA
M. sacchariflorus 'Bluemel'-UI10-00117,UI10-00117,374.1,3035.322047,1021.428571
KMS263,KMS263,277.6,3052.351598,916.9219858
RU2012-125,RU2012-125,NA,NA,NA
JM2014-H-14,JM2014-H-14,564.2118,117.1,42.59259259
JPN-2011-022,JPN-2011-022,1062.4,3409.453704,2170.205128
KMS371,KMS371,9.9,164.2119147,253.5217391
KMS323,KMS323,NA,NA,NA
KMS394,KMS394,NA,NA,NA
KMS402,KMS402,NA,NA,NA
JY105,JY105,2742.784615,8575.32,1735.778894
KMS430,KMS430,NA,NA,NA
JY101,JY101,NA,NA,NA
JY126,JY126,NA,NA,NA
RU2012-140,RU2012-140,NA,NA,NA
JY168,JY168,156.8,2568.421718,713.6787565
JM2014-H-51,JM2014-H-51,262.16,1902.150969,1004.831169
KMS300,KMS300,118,1523.94471,1263.037037
JM2014-M-6,JM2014-M-6,275.5,2494.331012,860.2899628
KMS362,KMS362,19.8019802,263.2538431,596.1111111
JM11-027-1,JM11-027-1,NA,NA,NA
RU2012-215,RU2012-215,NA,NA,NA
KMS392,KMS392,NA,468.430187,990.9782609
JY052,JY052,NA,NA,NA
JM2014-H-42,JM2014-H-42,27.75,491.1542219,566.043956
KMS437,KMS437,1791.317647,5898.34314,2752
KMS447,KMS447,775,815.1116427,340.6751592
JM2014-H-58,JM2014-H-58,NA,NA,889.704918
RU2012-131,RU2012-131,NA,NA,NA
JM2014-H-9,JM2014-H-9,566.675,127.2540984,223.5508475
JY096,JY096,NA,538.5383405,731.5988858
JM11-027-2,JM11-027-2,NA,NA,NA
RU2012-156,RU2012-156,NA,NA,NA
KMS409,KMS409,1827.0625,4231.402439,2526.086957
RU2012-082,RU2012-082,NA,NA,NA
KMS276,KMS276,347.5625,2415.51598,1212.077922
JPN-2010-015,JPN-2010-015,NA,NA,NA
RU2012-179,RU2012-179,NA,NA,NA
IGR-2011-005,IGR-2011-005,265.5,2429.270235,1415.926606
RU2012-064,RU2012-064,NA,NA,NA
RU2012-214,RU2012-214,531.6666667,2051.208132,686.4516129
JM2014-M-10,JM2014-M-10,118.95,1618.217075,675.9823009
JM2014-H-27,JM2014-H-27,479.75,2203.070928,1020.522388
KMS435,KMS435,NA,NA,NA
KMS373,KMS373,1042.066667,4350.44891,1440.66129
JY267,JY267,112.86,996.0130482,729.0449438
JY102,JY102,NA,NA,NA
JY153,JY153,962.8333333,NA,NA
JM11-002,JM11-002,1358.9,5213.103009,3301.310638
JY110,JY110,NA,NA,NA
KMS309,KMS309,349,2826.215283,949.1428571
RU2012-167,RU2012-167,33.33333333,758.3418068,178.1074766
JM11-024,JM11-024,NA,NA,NA
JPN-2010-005,JPN-2010-005,NA,NA,NA
JMTomato(N24),JMTomato(N24),NA,NA,NA
KMS358,KMS358,173.7272727,2110,2062.098214
KMS454,KMS454,NA,NA,NA
KMS398,KMS398,NA,NA,NA
RU2012-195,RU2012-195,NA,NA,NA
KMS438,KMS438,NA,NA,NA
JY280,JY280,NA,NA,NA
RU2012-053,RU2012-053,NA,NA,NA
JM2014-M-9,JM2014-M-9,NA,NA,NA
JY053,JY053,NA,NA,NA
RU2012-027,RU2012-027,NA,NA,NA
RU2012-106,RU2012-106,121.3333333,365.9934426,246.0483871
JY140,JY140,NA,NA,NA
KMS359,KMS359,NA,NA,NA
JPN-2011-006,JPN-2011-006,NA,NA,NA
JY270,JY270,NA,NA,NA
UI11-00035,UI11-00035,113.2474227,3997.823589,1248.202335
JY013,JY013,339.3,3100.509554,3666.904348
JY104,JY104,NA,NA,NA
JM2014-H-52,JM2014-H-52,1722.529412,5419.956325,1503.846154
JM2014-H-48,JM2014-H-48,641.75,1746.226804,689.6774194
JY199,JY199,355.52,1490.618093,1041.415842
KMS442,KMS442,2091.6,5519.70456,1839.578947
KMS389,KMS389,NA,93.58,83.78504673
RU2012-212,RU2012-212,86.625,500.4929199,387.9113924
KMS268,KMS268,1162.35,NA,NA
JY136,JY136,74.82857143,NA,NA
RU2012-170,RU2012-170,NA,NA,NA
JPN-2011-019,JPN-2011-019,NA,2065.660518,1291.914573
JY044,JY044,NA,NA,NA
RU2012-096,RU2012-096,77.66990291,475.8233264,321.6605505
RU2012-144,RU2012-144,NA,NA,NA
JY187,JY187,NA,NA,NA
JM2014-M-3,JM2014-M-3,2033.12,4966.597623,1642.028708
KMS395,KMS395,NA,NA,NA
JM2014-M-7,JM2014-M-7,2277.52,NA,NA
RU2012-031,RU2012-031,NA,NA,NA
KMS335,KMS335,68.4,1629.437229,401.4367816
KMS449,KMS449,NA,NA,NA
KMS329,KMS329,NA,NA,NA
RU2012-177,RU2012-177,230.1714286,1665.153584,446.4093567
RU2012-183,RU2012-183,NA,NA,NA
JM2014-H-62,JM2014-H-62,25,196.1379135,423.3956044
JPN-2010-001,JPN-2010-001,1482.866667,3826.192762,1813.636364
RU2012-153,RU2012-153,NA,NA,NA
JM2014-H-53,JM2014-H-53,490.9090909,1964.830421,621.25
PMS-076,PMS-076,177.6315789,1785.97628,990.6914894
M. sacchariflorus 'Hortico'-UI10-00008,UI10-00008,385.3142857,2093.375157,1181.384615
RU2012-059,RU2012-059,NA,NA,NA
M. sacchariflorus 'Gotemba Gold'-UI11-00005,UI11-00005,NA,NA,NA
KMS326,KMS326,NA,NA,NA
JPN-2011-014,JPN-2011-014,1183.366667,4382.826487,1897.5
RU2012-211,RU2012-211,NA,NA,NA
KMS342,KMS342,NA,NA,NA
KMS388,KMS388,105.6,725.4832225,406.5898305
JY210,JY210,NA,NA,NA
RU2012-067,RU2012-067,NA,NA,NA
JY265,JY265,NA,NA,NA
KMS414,KMS414,NA,NA,NA
RU2012-028,RU2012-028,84.31861804,NA,NA
JY264,JY264,NA,NA,NA
JM2014-K-15,JM2014-K-15,NA,NA,NA
JY133,JY133,328.8888889,2730.463993,2147.294118
JY091,JY091,NA,NA,NA
KMS397,KMS397,NA,NA,NA
KMS417,KMS417,NA,NA,NA
JY059,JY059,NA,NA,NA
JY263,JY263,NA,NA,NA
KMS354,KMS354,NA,NA,NA
M. sacchariflorus 'EMI-5'-UI11-00027,UI11-00027,1796.041667,5675.872222,1780.239196
KMS350,KMS350,NA,NA,NA
JY137,JY137,NA,NA,NA
JPN-2010-004,JPN-2010-004,372.6923077,2358.757847,687.0204082
JY222,JY222,NA,313.1264346,254.6938776
JY173,JY173,945,4244.444049,2921.192308
JY182,JY182,203.8666667,1162.501995,455.7446809
JMShira(N24),JMShira(N24),NA,NA,NA
KMS315,KMS315,NA,389.848947,298.8947368
RU2012-143,RU2012-143,23.4,316.7958656,239.7746479
JY208,JY208,NA,NA,NA
JM11-019,JM11-019,1207.285714,NA,NA
JM2014-H-66,JM2014-H-66,751.352381,3284.258211,1304.205128
JPN-2011-023,JPN-2011-023,627.8464286,1774.483803,1297.038462
KMS356,KMS356,NA,NA,NA
KMS319,KMS319,NA,NA,NA
KMS407,KMS407,859.3142857,3889.099057,1597.211009
JY009,JY009,360,1639.618946,472.2222222
JY066,JY066,1857.142857,NA,1356.64186
JM2014-K-2,JM2014-K-2,NA,NA,NA
KMS390,KMS390,1148.159375,6169.230769,1496.151515
KMS434,KMS434,282,2233.908437,1019.451613
RU2012-042,RU2012-042,NA,88.82175227,116.2012987
JY114,JY114,NA,NA,NA
JY191,JY191,522.625,2179.866789,1851.158672
JY060,JY060,NA,NA,NA
JM2014-S-3,JM2014-S-3,3673.04,9766.821994,4165.083333
JPN-2010-014,JPN-2010-014,1192.714286,4095.199171,1398.325688
RU2012-034,RU2012-034,NA,NA,NA
JM2014-H-29,JM2014-H-29,NA,NA,NA
JY062,JY062,NA,NA,NA
KMS374,KMS374,NA,NA,NA
JY181,JY181,NA,NA,NA
PMS-075,PMS-075,134.4,1726.194153,841.7104072
KMS377,KMS377,53.2,470.0973574,511
JY276,JY276,NA,NA,NA
RU2012-174,RU2012-174,NA,NA,NA
KMS365,KMS365,86,614.0417293,572.8876404
JY026,JY026,366.7368421,2635.888502,2159.914286
UI11-00031,UI11-00031,1496,3531.159826,1579.438833
JPN-2010-006,JPN-2010-006,437.5660414,NA,NA
JY161,JY161,NA,NA,NA
JY180,JY180,909.8333333,NA,NA
JY289,JY289,NA,NA,NA
JM2014-H-46,JM2014-H-46,NA,34.03,NA
JPN-2011-025,JPN-2011-025,240,1262.670743,842.0103093
RU2012-205,RU2012-205,39.4,1010.448007,537.8151261
KMS269,KMS269,NA,NA,NA
RU2012-124,RU2012-124,NA,NA,NA
RU2012-078,RU2012-078,NA,NA,NA
JM2014-M-1,JM2014-M-1,1073.94,3264.161236,1103.753846
KMS410,KMS410,1515.48,5518.198266,NA
KMS256,KMS256,456,4198.705368,959.2131148
JY080,JY080,NA,NA,NA
RU2012-141,RU2012-141,117.6,440.3441389,307.7746479
JM2014-H-4,JM2014-H-4,271.44,1887.131927,382.5
JPN-2011-018,JPN-2011-018,468.7,2357.972202,855.1914894
KMS369,KMS369,NA,279.3817718,564.5070423
RU2012-135,RU2012-135,NA,155.515,458.8656716
RU2012-093,RU2012-093,NA,NA,NA
JY068,JY068,NA,4221.745204,1920.556962
KMS332,KMS332,NA,NA,NA
JY154,JY154,NA,512.3080397,512.4637681
RU2012-056.1WD (4x),RU2012-056.1WD (4x),NA,NA,NA
JM11-037,JM11-037,1183.5,3405.429148,1064.625
KMS347,KMS347,393.125,2986.295929,2723.686275
JY037,JY037,NA,NA,NA
RU2012-209,RU2012-209,115.05,772.4598498,317.3467742
KMS379,KMS379,151.8,1320.389855,702.3956835
JM11-013,JM11-013,4602.470588,10009.0031,6529.03504
JY004,JY004,301.5,1977.232354,1069.090909
JY107,JY107,NA,NA,NA
JPN-2011-005,JPN-2011-005,1453.846154,4709.262003,2859.183673
RU2012-098,RU2012-098,NA,NA,1762.070588
JM2014-H-71,JM2014-H-71,NA,294.2730623,243.36
JY010,JY010,NA,NA,NA
RU2012-200,RU2012-200,33,599.5996998,392.6612903
JY160,JY160,NA,NA,NA
JY183,JY183,NA,NA,NA
KMS001,KMS001,81,2210.370741,682.9923664
RU2012-202,RU2012-202,149.3333333,1165.048802,661.6285714
RU2012-105,RU2012-105,113.4666667,92.44558393,317.8846154
JY127,JY127,NA,NA,NA
JY271,JY271,NA,NA,NA
RU2012-154,RU2012-154,123.9333333,757.0914003,395.7894737
JY155,JY155,NA,NA,NA
JY203,JY203,195.2625,1588.218794,653.3967391
JY069,JY069,NA,NA,NA
RU2012-050,RU2012-050,NA,NA,NA
KMS400,KMS400,NA,78.49,173.6741573
JY214,JY214,84.24,745.1941938,903.51693
KMS419,KMS419,129.2,2422.958133,1118.871166
KMS291,KMS291,42,1116.844868,614.3670886
RU2012-044,RU2012-044,NA,NA,NA
JPN-2010-003,JPN-2010-003,185.1833333,1981.252121,1020
JY090,JY090,1310.0625,6122.792945,1371.537931
RU2012-116,RU2012-116,NA,NA,NA
JM2014-H-20,JM2014-H-20,427,1947.336336,1096.2375
KMS380,KMS380,910.2,3575.830885,1729.731602
RU2012-076,RU2012-076,128.8,1514.896469,1114.283063
RU2012-065,RU2012-065,NA,NA,NA
RU2012-201,RU2012-201,211.5,1221.754967,914.7457627
RU2012-120,RU2012-120,NA,NA,NA
JY243,JY243,NA,NA,NA
JY050,JY050,NA,NA,NA
JY156,JY156,387.4172185,1291.34569,1274.875796
RU2012-130,RU2012-130,57.14285714,408.9546808,269.5696203
JY008,JY008,NA,NA,NA
RU2012-206,RU2012-206,292,1363.170086,575.8297872
JY123,JY123,584,3204.787731,985.359375
KMS257,KMS257,1073.1,4009.856371,1493.858268
JM2014-H-73,JM2014-H-73,169.92,1124.178766,324.7734807
RU2012-017,RU2012-017,NA,NA,NA
JY205,JY205,NA,NA,NA
JY045,JY045,1351,5667.011148,1260.865979
RU2012-047,RU2012-047,NA,366.9369438,114.483871
JM2014-S-5,JM2014-S-5,1853.28,6310.52676,2308.513966
RU2012-147,RU2012-147,NA,NA,NA
JY149,JY149,NA,NA,NA
JPN-2011-004,JPN-2011-004,1207.257143,3692.151338,1369.636364
RU2012-041,RU2012-041,23.4,416.979217,NA
JY146,JY146,NA,NA,NA
KMS384,KMS384,23,554.3222845,338.556962
RU2012-038,RU2012-038,58.384,82.9654906,99.30275229
JY212,JY212,167.4,1473.190731,886.1956522
RU2012-207,RU2012-207,NA,NA,NA
JY186,JY186,NA,NA,NA
JY194,JY194,NA,NA,NA
UI11-00038,UI11-00038,412,3884.720045,1747.939623
JY175,JY175,NA,NA,NA
JY196,JY196,NA,NA,NA
JY176,JY176,60.70909091,3104.614693,1320
JM2014-H-77,JM2014-H-77,27.3,376.6359447,395.8153846
JM2014-S-6,JM2014-S-6,1371.507692,4089.818427,2346.315976
RU2012-081,RU2012-081,NA,NA,NA
RU2012-168,RU2012-168,109.3714286,713.4949337,NA
KMS459,KMS459,NA,NA,NA
JY213,JY213,NA,NA,NA
JY014,JY014,NA,NA,NA
JY134,JY134,NA,NA,NA
JY179,JY179,397.3846154,1927.439101,823.5955056
KMS259,KMS259,116.4,1865.980066,1024.847561
JY007,JY007,NA,NA,NA
JY190,JY190,NA,NA,NA
KMS352,KMS352,785.2307692,5039.700037,1490.016575
KMS405,KMS405,301.7142857,1796.193873,884.8125
JY082,JY082,97.79354839,917.2821743,140.8363636
RU2012-052,RU2012-052,NA,NA,NA
JY285,JY285,NA,NA,NA
UI11-00036,UI11-00036,848.4,4364.402516,1796.126316
JY019,JY019,NA,NA,NA
RU2012-182,RU2012-182,NA,NA,NA
RU2012-175,RU2012-175,30.93333333,515.1493849,345.974026
RU2012-049,RU2012-049,NA,NA,NA
JM2014-H-6,JM2014-H-6,262.5,1204.819745,465.3259669
JM2014-H-7,JM2014-H-7,255.6,1404.487559,673.3681319
JM11-040,JM11-040,NA,NA,NA
RU2012-110,RU2012-110,NA,NA,NA
RU2012-108,RU2012-108,NA,NA,NA
JY015,JY015,NA,NA,NA
JM2014-H-78,JM2014-H-78,NA,133.508979,561.4754098
JY262,JY262,22.25,421.3775179,392.0149254
JM2014-H-44,JM2014-H-44,65.625,949.2543613,567.4957265
JY006,JY006,70.75471698,533.8827105,471.472
RU2012-104,RU2012-104,NA,NA,NA
JPN-2011-020,JPN-2011-020,1829.91875,3616.140611,2574.133333
JY287,JY287,NA,NA,NA
JM2014-H-11,JM2014-H-11,866.6538462,NA,NA
RU2012-138,RU2012-138,NA,NA,NA
JY148,JY148,294.5,6.128571429,869.7674419
JY185,JY185,NA,NA,NA
JY257,JY257,NA,NA,NA
JY164,JY164,NA,NA,NA
RU2012-025,RU2012-025,NA,NA,NA
JY277,JY277,719.1,2566.629518,1656.052632
JY197,JY197,NA,349.4339505,NA
JPN-2010-008,JPN-2010-008,NA,NA,NA
RU2012-019,RU2012-019,NA,NA,NA
JY200,JY200,50.4,568.8396157,413
KMS301,KMS301,NA,307.8487769,484.2834646
JY202,JY202,80.08,326.8238022,405
JY055,JY055,697.84,2925.42288,773.2765957
JY070,JY070,NA,NA,NA
KMS278,KMS278,NA,NA,NA
JPN-2011-017,JPN-2011-017,1002.6,1055.060933,2108.333333
KMS311,KMS311,48.4,1052.815302,1075.521127
JY018,JY018,NA,NA,NA
JM2014-H-2,JM2014-H-2,NA,NA,NA
KMS451,KMS451,302.2222222,2375.394266,3062.87037
KMS366,KMS366,970.1176471,7951.336005,5379.172757
JPN-2010-013,JPN-2010-013,176.4285714,2273.21436,2215.515152
JY024,JY024,NA,NA,NA
KMS401,KMS401,NA,NA,NA
JY217,JY217,399.6666667,1290.844403,532.3615385
JY216,JY216,NA,NA,NA
KMS272,KMS272,NA,122.6714159,NA
RU2012-073,RU2012-073,NA,NA,NA
JY025,JY025,NA,NA,NA
RU2012-060,RU2012-060,NA,NA,NA
JY159,JY159,NA,709.6727567,528.192
KMS403,KMS403,821.3333333,4392.306549,2549.982166
JY051,JY051,175,NA,NA
JY231,JY231,NA,107.7716702,269.8342541
KMS465,KMS465,67.33695652,1004.246638,961.1208791
RU2012-045,RU2012-045,NA,NA,NA
JY152,JY152,NA,NA,NA
KMS468,KMS468,NA,444.9115364,497.3461538
KMS265,KMS265,NA,NA,NA
KMS351,KMS351,NA,NA,NA
JY120,JY120,NA,783.3260964,929.4534884
UI11-00039,UI11-00039,NA,NA,NA
KMS348,KMS348,NA,1417.025895,781.7931034
UI11-00032,UI11-00032,53.76,2163.986553,932.2616822
JY072,JY072,NA,NA,NA
JY093,JY093,NA,NA,NA
JY092,JY092,NA,NA,NA
JPN-2011-012,JPN-2011-012,1489.573171,4245.818908,1845.017857
JY163,JY163,232.2793846,NA,NA
KMS439,KMS439,NA,NA,NA
JY298,JY298,NA,NA,NA
JM2014-H-63,JM2014-H-63,NA,NA,NA
UI11-00034,UI11-00034,NA,NA,NA
RU2012-159,RU2012-159,154.55,1058.597912,236.3370787
UI11-00033,UI11-00033,89.3452381,245.2622052,629.037037
JY162,JY162,NA,98.36333879,143.030303
KMS310,KMS310,93.2,751.661743,304.3939394
RU2012-040,RU2012-040,NA,62.89308176,131.1219512
JY100,JY100,725.1720787,NA,NA
KMS427,KMS427,NA,NA,NA
JM2014-K-7,JM2014-K-7,NA,NA,NA
KMS324,KMS324,310.98,2178.660895,1557.04698
JM2014-H-76,JM2014-H-76,1258,NA,NA
JY108,JY108,NA,NA,NA
JY230,JY230,1654.453125,NA,NA
JM2014-K-10,JM2014-K-10,547.0769231,2834.915948,2987.082178
KMS466,KMS466,24.25,NA,NA
JY128,JY128,NA,NA,NA
RU2012-121,RU2012-121,32.8125,226.8394309,319.0615385
JM2014-K-11,JM2014-K-11,1420.763636,2772.684223,1828.393136
RU2012-118,RU2012-118,21,268.3871642,120.5671642
KMS382,KMS382,NA,NA,NA
RU2012-113,RU2012-113,NA,326.4369565,179.3478261
JY269,JY269,NA,NA,NA
JPN-2011-003,JPN-2011-003,83.29464286,497.9873184,276.4285714
RU2012-036,RU2012-036,NA,NA,NA
JY207,JY207,NA,NA,NA
JY030,JY030,NA,NA,NA
KMS452,KMS452,278.05,1898.457699,733.5391304
JY057,JY057,274.0267857,NA,NA
RU2012-194,RU2012-194,14.6,226.0589761,107.1147541
RU2012-092,RU2012-092,45.04504505,465.5368882,110.7096774
JPN-2010-010,JPN-2010-010,1063.170173,NA,NA
RU2012-161,RU2012-161,153.2142857,1370.869033,269.0434783
KMS387,KMS387,181.4285714,2756.561869,1341.326531
JY244,JY244,231,84.40277451,145.90625
JY049,JY049,255.55,2362.096214,402.9177215
KMS343,KMS343,NA,NA,NA
JY177,JY177,636,131.3993174,754.3208955
RU2012-109,RU2012-109,NA,NA,NA
KMS292,KMS292,76.05,786.4004335,1016.621849
RU2012-136,RU2012-136,NA,NA,NA
KMS349,KMS349,NA,840.8763693,263.5447761
RU2012-099,RU2012-099,NA,NA,NA
JPN-2011-011,JPN-2011-011,NA,NA,NA
KMS275,KMS275,193.2,1018.205323,693.2359551
RU2012-102,RU2012-102,57.78643068,NA,NA
KMS316,KMS316,642.8571429,2477.634464,730.7641196
JPN-2010-012,JPN-2010-012,507.8125,2467.145194,364.4444444
JY260,JY260,191.4173333,NA,NA
JY111,JY111,NA,NA,NA
KMS383,KMS383,391.6333333,2144.683025,408.9320388
JPN-2010-011,JPN-2010-011,26.25,1122.190552,247.2296296
JMMiyakonojo (FSC),JMMiyakonojo (FSC),NA,NA,NA
KMS331,KMS331,NA,NA,NA
JY209,JY209,NA,NA,NA
JM2014-S-4,JM2014-S-4,NA,NA,NA
KMS308,KMS308,1825.1875,373.4600579,358.4680851
RU2012-114,RU2012-114,NA,30,70.38095238
JY087,JY087,NA,NA,NA
JY048,JY048,NA,NA,NA
JM2014-H-25,JM2014-H-25,NA,NA,NA
JY283,JY283,NA,NA,NA
JY192,JY192,NA,NA,NA
JM2014-M-4,JM2014-M-4,270.962234,44,110.8035714
JM2014-H-43,JM2014-H-43,47.6,678.8976619,401.4
PMS-071,PMS-071,NA,NA,NA
KMS328,KMS328,463.6293103,4041.228032,1759.146667
JPN-2011-001,JPN-2011-001,778.7605634,2584.032124,499.8251748
JY056,JY056,NA,NA,NA
KMS361,KMS361,NA,NA,NA
JPN-2011-008,JPN-2011-008,1261.333333,5015.441631,1157.801418
RU2012-035,RU2012-035,NA,NA,NA
JM2014-H-22,JM2014-H-22,138.3,822.0409129,402.9069767
RU2012-112,RU2012-112,NA,99.22017818,132.3312102
RU2012-151,RU2012-151,NA,NA,NA
JY001,JY001,NA,NA,NA
PMS-074,PMS-074,NA,NA,NA
JY138,JY138,NA,NA,NA
JY294,JY294,31.5,564.1043637,404.7837838
RU2012-190,RU2012-190,NA,NA,NA
KMS420,KMS420,390.8794788,2537.806667,NA
JM2014-H-18,JM2014-H-18,752.0333333,2466.134736,883.4583333
KMS253,KMS253,NA,NA,NA
JPN-2011-016,JPN-2011-016,465.6888889,2817.041344,1897.244444
UI11-00037,UI11-00037,NA,85.5,NA
JM2014-H-69,JM2014-H-69,23.25,939.8845275,677.1666667
JY141,JY141,NA,NA,NA
RU2012-027,RU2012-027,NA,NA,NA
JPN-2010-003,JPN-2010-003,280.7348243,1380.688911,782.005814
JY102,JY102,NA,NA,NA
RU2012-156,RU2012-156,111.8,183.2669323,241.2162162
KMS340,KMS340,274.73,1313.858962,1049.415929
JY096,JY096,843,1777.06765,1359.138462
JY267,JY267,117.6470588,599.3935879,636.8508772
JY090,JY090,NA,NA,NA
JY059,JY059,NA,NA,NA
JM2014-S-6,JM2014-S-6,547.1142857,1507.428286,1361.531496
JPN-2011-001,JPN-2011-001,465.3214286,1562.36187,1113.651899
RU2012-214,RU2012-214,254.3333333,1316.951257,410.5781991
KMS375,KMS375,219.375,657.2328788,663.0697674
RU2012-106,RU2012-106,69.84615385,342.7079066,182.9423077
JY164,JY164,NA,NA,NA
JPN-2011-011,JPN-2011-011,NA,NA,NA
JM2014-H-21,JM2014-H-21,54,504.2991402,650.304878
KMS350,KMS350,58.1,484.1611778,452.0373134
JPN-2011-002,JPN-2011-002,256.5,2144.853656,1204.08
JPN-2010-011,JPN-2010-011,1977.0875,3864.510638,1370.36036
RU2012-168,RU2012-168,NA,NA,NA
RU2012-125,RU2012-125,NA,NA,NA
RU2012-121,RU2012-121,NA,NA,NA
JM2014-H-71,JM2014-H-71,221.875,1128.947368,609.0458015
JPN-2011-022,JPN-2011-022,NA,NA,NA
JY126,JY126,NA,NA,NA
JY123,JY123,NA,NA,NA
KMS263,KMS263,NA,NA,NA
KMS451,KMS451,NA,NA,NA
KMS354,KMS354,NA,NA,NA
JPN-2010-013,JPN-2010-013,468.0608108,1458.506024,1032.277228
JPN-2010-010,JPN-2010-010,NA,NA,NA
JY179,JY179,152.575,1060.302736,1002.461538
KMS308,KMS308,NA,NA,NA
JM2014-H-25,JM2014-H-25,NA,213.4957555,214.9671053
JY216,JY216,NA,NA,NA
JY015,JY015,NA,NA,NA
JY189,JY189,NA,NA,NA
JM2014-M-9,JM2014-M-9,NA,NA,NA
KMS272,KMS272,NA,NA,NA
KMS276,KMS276,NA,324.1986124,393.258427
RU2012-182,RU2012-182,8.7,NA,NA
JY166,JY166,NA,NA,NA
JPN-2011-015,JPN-2011-015,NA,NA,NA
KMS332,KMS332,NA,NA,NA
JY155,JY155,NA,NA,NA
KMS351,KMS351,203.5333333,770.1230769,348.7393365
UI11-00035,UI11-00035,184.8666667,934.131195,NA
KMS342,KMS342,NA,NA,NA
JY072,JY072,NA,NA,NA
RU2012-056.2 (2x),RU2012-056.2 (2x),NA,626.1061947,347.2345679
JMMiyakonojo (FSC),JMMiyakonojo (FSC),290.4923077,4454.504646,2403.285047
KMS347,KMS347,183.61,1690.605886,1884.74026
KMS001,KMS001,NA,NA,NA
JY162,JY162,243.6071429,1478.68062,1430.509091
KMS453,KMS453,106.95,1228.012553,1713.933333
JM2014-H-6,JM2014-H-6,41.25,414.6016647,481.0769231
KMS407,KMS407,33.83333333,187.9019508,996.310559
JM2014-H-78,JM2014-H-78,72,991.2546296,817.2210526
RU2012-104,RU2012-104,NA,NA,NA
RU2012-070,RU2012-070,181.65,833.2331731,361.0810811
KMS452,KMS452,330.2857143,1789.800279,622.2115385
JY202,JY202,NA,NA,NA
JY195,JY195,NA,NA,NA
KMS348,KMS348,NA,NA,NA
JY107,JY107,NA,NA,NA
KMS345,KMS345,NA,NA,NA
RU2012-056.1WD (4x),RU2012-056.1WD (4x),NA,NA,NA
